0,37.2016383
1,37.45522452
2,38.07415989
3,38.9713464
4,41.15804583
5,46.03399245
6,53.82887836
7,52.06610726
8,50.79586382
9,50.87602481
10,50.94847802
11,50.78121902
12,49.28359583
13,47.42524817
14,46.30299425
15,46.11569501
16,47.2641554
17,48.07732703
18,47.93704529
19,47.30577746
20,45.84283931
21,44.19183115
22,40.46434492
23,37.3542525
24,36.81933202
25,36.73223402
26,36.85864174
27,37.41899792
28,38.92664123
29,42.58629893
30,49.46472885
31,49.4338977
32,49.51482947
33,49.76918647
34,49.08242257
35,48.20835942
36,47.50001371
37,46.16502485
38,45.14682607
39,45.22236239
40,46.31918061
41,47.78443109
42,48.61378906
43,48.44653007
44,47.36281509
45,45.59002387
46,42.46220354
47,39.54172271
48,39.03377948
49,38.92818279
50,39.26347156
51,39.77526868
52,41.18656464
53,44.91559243
54,52.18403642
55,52.47076613
56,52.59794463
57,53.04499633
58,53.15753003
59,52.61104787
60,51.55122703
61,50.0805811
62,49.13098163
63,49.45316717
64,50.31721019
65,51.71617369
66,52.77291141
67,52.37981423
68,50.60625224
69,48.44190539
70,44.52095369
71,41.43860931
72,41.32838794
73,41.45479566
74,42.16853682
75,43.58599902
76,46.82326993
77,54.33065535
78,66.18600392
79,68.12451258
80,67.65279596
81,67.4223331
82,65.80832231
83,64.26291084
84,62.07852375
85,59.98200544
86,58.4897777
87,58.47667446
88,60.84681924
89,62.61729812
90,63.19923611
91,62.49628585
92,60.6918927
93,57.20411868
94,51.62059712
95,47.22715802
96,45.64397839
97,45.0766852
98,45.72028549
99,47.03369254
100,50.00581556
101,56.73702673
102,69.54043321
103,72.12022982
104,70.82994613
105,69.16043927
106,67.32598575
107,66.3247441
108,64.34307183
109,62.72135326
110,61.64919996
111,61.60834868
112,63.24548283
113,64.96123642
114,65.43834849
115,64.60359506
116,61.83110376
117,59.03780142
118,53.75411281
119,47.7004162
120,45.45513758
121,44.98187941
122,45.51602911
123,46.67219729
124,49.41385745
125,56.71929882
126,69.48031247
127,72.02157014
128,70.96406164
129,68.71107523
130,67.33831821
131,65.99947545
132,63.77192475
133,61.84420699
134,60.81213419
135,60.75278423
136,62.3382762
137,64.31840691
138,64.88878321
139,64.21820567
140,61.97909328
141,57.366753
142,51.45950436
143,47.08533472
144,45.91683408
145,45.87135813
146,46.30068192
147,47.23332425
148,49.78228971
149,56.45338014
150,69.21978924
151,71.94911693
152,70.056855
153,68.76271741
154,67.76147577
155,66.53362515
156,63.79350655
157,61.64303373
158,60.08760213
159,60.40439221
160,62.80228503
161,64.58124248
162,64.99360913
163,64.47410423
164,61.32316053
165,58.10438831
166,52.85230163
167,47.29729889
168,46.38315525
169,46.51495842
170,47.40212481
171,48.73017666
172,51.78323145
173,58.57918804
174,70.34820938
175,73.66409974
176,72.94650469
177,71.38413608
178,69.79787333
179,67.80849327
180,64.46177177
181,61.61220258
182,60.09916381
183,60.02054438
184,61.81414662
185,63.29327112
186,63.06434982
187,62.33750542
188,59.37463175
189,55.63789618
190,51.10032144
191,47.23409503
192,44.7059406
193,44.13710585
194,44.11321171
195,44.83234832
196,46.0031613
197,49.6119476
198,56.69617546
199,57.02452722
200,57.0908142
201,56.97519738
202,55.56698453
203,53.64234989
204,51.30380704
205,49.37223539
206,47.43372674
207,46.87645367
208,48.04495432
209,49.77766504
210,50.67639311
211,50.3896634
212,49.07856867
213,47.3188807
214,44.32825899
215,41.5187703
216,40.83277718
217,40.77728111
218,41.39467492
219,42.16699526
220,43.97292997
221,47.81834535
222,55.26869314
223,55.58394166
224,56.10498812
225,56.63143004
226,56.04949205
227,54.5141007
228,52.59717385
229,50.70722426
230,49.28899128
231,49.06623621
232,50.22779985
233,52.19868122
234,53.98303412
235,54.04777953
236,52.84459384
237,50.83440276
238,47.2387197
239,44.03690461
240,43.58214512
241,43.45496662
242,43.8881443
243,45.00654433
244,48.21606721
245,55.69416303
246,67.68362711
247,70.12160042
248,69.39244368
249,67.74683097
250,66.66311599
251,66.01643258
252,64.98667212
253,63.64937092
254,62.5163261
255,62.28509246
256,63.49906906
257,65.1654928
258,66.35403369
259,65.43680693
260,60.56317265
261,56.182066
262,50.74422164
263,46.95507311
264,46.22668715
265,46.53654023
266,47.37514755
267,48.65309878
268,51.46258747
269,58.34487129
270,71.24847901
271,75.32744037
272,74.64221802
273,72.42314589
274,70.1986783
275,68.65172527
276,66.22608442
277,65.14082788
278,64.32842703
279,65.11230906
280,67.76455888
281,70.31969057
282,71.4450276
283,70.60410794
284,67.65819141
285,61.85885179
286,55.74426365
287,51.55045625
288,50.65712364
289,50.6694561
290,51.48648161
291,52.8461354
292,55.78203181
293,63.03660178
294,76.51135659
295,81.03274497
296,80.64041857
297,78.69111901
298,76.67553247
299,74.53585055
300,70.69043517
301,68.2979378
302,66.74404776
303,66.62226471
304,68.63399736
305,71.24462512
306,72.64281784
307,72.09710646
308,70.10156017
309,66.89203729
310,61.34397156
311,56.79021047
312,53.97147243
313,53.68243039
314,53.95605686
315,55.33575089
316,57.87392545
317,64.75235537
318,78.82292218
319,82.33690268
320,81.12909232
321,79.29618036
322,77.49872422
323,75.4823669
324,72.17264278
325,69.89807457
326,69.3084288
327,70.09847706
328,71.95682472
329,73.7673841
330,74.48883304
331,73.90149961
332,72.22736807
333,69.51730985
334,63.76884163
335,58.30170768
336,56.50656387
337,56.00632844
338,56.7162157
339,58.57841726
340,62.20416069
341,69.84412006
342,84.00949266
343,88.39445319
344,87.38473298
345,85.22424003
346,82.86026148
347,80.72443346
348,77.49487033
349,75.19794953
350,74.01711642
351,74.46185579
352,76.2855184
353,78.66491253
354,78.67184954
