Offshore,131.852626
Onshore,70.41315907
PV,33.28622065
river,248.4143696
lake,97.22405927
biogas,169.2380258
PHS,22.61562128
Battery,14.45041201
hydrogen,89.94110037
methanation,156.5978751
G2P,31.80855452
methanisation,91.5
pyrogasification,183.9543758
tank,0
P2G,111.108443
